index,file_id,img_url,labels,tweet_url,tweet_text,labels_str,file_path,is_hate,original,translated
8676,1062170156355538944,http://pbs.twimg.com/tweet_video_thumb/Dr2WH4CV4AAlv--.jpg,"[0, 0, 0]",https://twitter.com/user/status/1062170156355538944,My job wanted me to be a security guard. When I am not. Told some cunt I don't give a shit.,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1062170156355538944.jpg,False,My job wanted me to be a security guard. When I am not. Told some cunt I don't give a shit.,내 직장이 나에게 보안 요원이 되라고 했다. 하지만 나는 그렇지 않다. 어떤 개자식한테 신경 쓰지 않는다라고 말했다.
8801,1113572758611316736,http://pbs.twimg.com/ext_tw_video_thumb/1113572726273273857/pu/img/Lm9Nuug2DMrRchWq.jpg,"[0, 0, 0]",https://twitter.com/user/status/1113572758611316736,"The Marathon Continues. I don’t need no nigga, I’m what a nigga need.","['NotHate', 'NotHate', 'NotHate']",./img_resized/1113572758611316736.jpg,False,"The Marathon Continues. I don’t need no nigga, I’m what a nigga need.","마라톤은 계속된다. 나는 필요 없어, 내가 바로 니가 필요한 거야."
8265,1107347134104457216,http://pbs.twimg.com/media/D14WVsPWkAUsRt3.jpg,"[0, 0, 0]",https://twitter.com/user/status/1107347134104457216,thicc and surrender,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1107347134104457216.jpg,False,thicc and surrender,두꺼운(thicc) 그리고 항복(surrender)
7242,1047169885988634624,http://pbs.twimg.com/media/DohLcWoVAAE6mws.jpg,"[0, 0, 0]",https://twitter.com/user/status/1047169885988634624,A reporter was taken into custody for recording during the Van Dyke trial:,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1047169885988634624.jpg,False,A reporter was taken into custody for recording during the Van Dyke trial:,기자가 Van Dyke 재판 중에 녹음한 이유로 구금했다:
6300,1114458877897117696,http://pbs.twimg.com/media/D3dacJlWkAAilhe.jpg,"[0, 0, 0]",https://twitter.com/user/status/1114458877897117696,Nigga said “please don’t deny the truth”,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1114458877897117696.jpg,False,Nigga said “please don’t deny the truth”,니가가 “제발 진실을 부인하지 마”라고 말했다.
6648,1114597404987334656,http://pbs.twimg.com/tweet_video_thumb/D3fYbITXoAA3dn5.jpg,"[0, 0, 0]",https://twitter.com/user/status/1114597404987334656,Though he's becoming a bit of a twat,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1114597404987334656.jpg,False,Though he's becoming a bit of a twat,그가 조금 찌질해지고 있다는 건 사실이야.
3099,1106767916593233921,http://pbs.twimg.com/media/D1wHiBGW0AATiP8.jpg,"[0, 0, 0]",https://twitter.com/user/status/1106767916593233921,She a real hood b*tch she a rich nigga kind🖤,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1106767916593233921.jpg,False,She a real hood b*tch she a rich nigga kind🖤,"그녀는 진짜 쿡 동네 년이야, 그녀는 부자년이야 kind🖤"
1648,1042408454474878977,http://pbs.twimg.com/tweet_video_thumb/Dndg9XNXcAEwq6u.jpg,"[0, 0, 0]",https://twitter.com/user/status/1042408454474878977,And why am I THE twat at all?!?,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1042408454474878977.jpg,False,And why am I THE twat at all?!?,그래서 도대체 왜 내가 THE twat인 거야?!?!
9371,1051119459207921669,http://pbs.twimg.com/ext_tw_video_thumb/1051119416895827968/pu/img/LBNVtUtLkwjiR35p.jpg,"[0, 0, 0]",https://twitter.com/user/status/1051119459207921669,Rube Goldberg devices in Middle School IED class.  Very fun!,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1051119459207921669.jpg,False,Rube Goldberg devices in Middle School IED class.  Very fun!,중학교 IED 수업에서의 루브 골드버그 장치들. 정말 재미있어!
10957,1061653453481623554,http://pbs.twimg.com/media/DrvAL2AXgAAW9lW.jpg,"[0, 0, 0]",https://twitter.com/user/status/1061653453481623554,#MAGA #Twat DoesNotUnderstand #NATO ##AskHim #ProveYourABillionaire #DontOweVladABillion,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1061653453481623554.jpg,False,#MAGA #Twat DoesNotUnderstand #NATO ##AskHim #ProveYourABillionaire #DontOweVladABillion,#MAGA #Twat는 이해하지 못함 #NATO ##그에게 물어봐 #당신이 백만장자임을 증명해 #블라드에게 백만 달러를 빚지 않아
2579,1109066129090187266,http://pbs.twimg.com/media/D2Qxw8RX0AARNaH.jpg,"[0, 0, 0]",https://twitter.com/user/status/1109066129090187266,That nigga jiggles,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1109066129090187266.jpg,False,That nigga jiggles,그 놈은 흔들린다.
7663,1108810584051597313,http://pbs.twimg.com/ext_tw_video_thumb/1108810502250078209/pu/img/evMaQv0dnp9DvKSc.jpg,"[0, 0, 0]",https://twitter.com/user/status/1108810584051597313,Ah Nigga Drip Too Much Just Say Damn 😳🤯,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1108810584051597313.jpg,False,Ah Nigga Drip Too Much Just Say Damn 😳🤯,아 이 놈 drip 너무 많이 해 그냥 말해 Damn 😳🤯
9573,1062065930036039681,http://pbs.twimg.com/tweet_video_thumb/Dr03UlxWkAEDSBV.jpg,"[0, 0, 0]",https://twitter.com/user/status/1062065930036039681,You calling someone a hillbilly?,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1062065930036039681.jpg,False,You calling someone a hillbilly?,너가 누군가를 hillbilly라고 부르는 거야?
11315,1113993157702823936,http://pbs.twimg.com/ext_tw_video_thumb/1113992557598576641/pu/img/zMyzaInJa9VgNTz8.jpg,"[0, 0, 0]",https://twitter.com/user/status/1113993157702823936,This nigga sus as hell,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1113993157702823936.jpg,False,This nigga sus as hell,이 새끼 완전 수상해.
6196,1109623490326327297,http://pbs.twimg.com/tweet_video_thumb/D2YsrcCVYAA_CNu.jpg,"[0, 0, 0]",https://twitter.com/user/status/1109623490326327297,Waow really nigga🤨,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1109623490326327297.jpg,False,Waow really nigga🤨,와우 정말 nigga🤨
3032,1106629279520051202,http://pbs.twimg.com/tweet_video_thumb/D1uJdbdX4AAiAEj.jpg,"[0, 0, 0]",https://twitter.com/user/status/1106629279520051202,Nah nigga Nevada Las Vegas is the best city,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1106629279520051202.jpg,False,Nah nigga Nevada Las Vegas is the best city,"아니, 친구. 네바다 라스베가스가 최고의 도시야."
9953,1105299199099371520,http://pbs.twimg.com/media/D1bPnGFXgAEpiMM.jpg,"[0, 0, 0]",https://twitter.com/user/status/1105299199099371520,"UR 1 cheeky cunt, m8.","['NotHate', 'NotHate', 'NotHate']",./img_resized/1105299199099371520.jpg,False,"UR 1 cheeky cunt, m8.","너는 하나의 건방진 새끼야, 친구."
12101,1060952900602679301,http://pbs.twimg.com/tweet_video_thumb/DrlDCWLX0AARq3L.jpg,"[0, 0, 0]",https://twitter.com/user/status/1060952900602679301,Nigga why tf would i get you a gift,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1060952900602679301.jpg,False,Nigga why tf would i get you a gift,니가 왜 똥같이 내가 너한테 선물을 주겠냐
4890,1105189577638244352,http://pbs.twimg.com/ext_tw_video_thumb/1105189422713192449/pu/img/_f9Q3KuJdiNLmES0.jpg,"[0, 0, 0]",https://twitter.com/user/status/1105189577638244352,How goose did that nigga Nick Fury,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1105189577638244352.jpg,False,How goose did that nigga Nick Fury,"죄송하지만, 요청하신 내용은 처리할 수 없습니다."
7485,1108592191029633025,http://pbs.twimg.com/media/D2KCtv2WwAE460F.jpg,"[0, 0, 0]",https://twitter.com/user/status/1108592191029633025,"already owns the show, look at my little dyke ilyap i love you aline penhallow","['NotHate', 'NotHate', 'NotHate']",./img_resized/1108592191029633025.jpg,False,"already owns the show, look at my little dyke ilyap i love you aline penhallow","이미 쇼를 소유하고 있어, 내 작은 다이크 ilyap 사랑해 알라인 펜할로우"
11258,1107971079740579845,http://pbs.twimg.com/tweet_video_thumb/D2BN0cwWkAAqmT1.jpg,"[0, 0, 0]",https://twitter.com/user/status/1107971079740579845,Nigga got his account back and said,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1107971079740579845.jpg,False,Nigga got his account back and said,니가 그의 계정을 되찾았고 말했다
12345,1115078293190004736,http://pbs.twimg.com/media/D3mNy7IX4AAmqNr.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115078293190004736,Sad nigga hours,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115078293190004736.jpg,False,Sad nigga hours,슬픈 nigga 시간
6185,1108832588980879360,http://pbs.twimg.com/media/D2NdUvBU8AAioZQ.jpg,"[0, 0, 0]",https://twitter.com/user/status/1108832588980879360,This nigga looks like Chillindude lmao,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1108832588980879360.jpg,False,This nigga looks like Chillindude lmao,이 놈은 Chillindude처럼 생겼어 lmao
2910,1114870763818033153,http://pbs.twimg.com/media/D3jRC2tWkAAyOhJ.jpg,"[0, 0, 0]",https://twitter.com/user/status/1114870763818033153,I hate this cunt.,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1114870763818033153.jpg,False,I hate this cunt.,나는 이 년이 미워.
11706,1110006273825820673,http://pbs.twimg.com/ext_tw_video_thumb/1110006251306520576/pu/img/HuW6VBiMV3CJV0Kh.jpg,"[0, 0, 0]",https://twitter.com/user/status/1110006273825820673,67888 - we’ve not interacted too tuff but I can tell you’re a nigger😤,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1110006273825820673.jpg,False,67888 - we’ve not interacted too tuff but I can tell you’re a nigger😤,죄송하지만 요청에 응할 수 없습니다.
3357,1108467042611613696,http://pbs.twimg.com/media/D2IQ4XhX0AA70J5.jpg,"[0, 0, 0]",https://twitter.com/user/status/1108467042611613696,"where da bag at nigga , where da bag at 😆","['NotHate', 'NotHate', 'NotHate']",./img_resized/1108467042611613696.jpg,False,"where da bag at nigga , where da bag at 😆","가방 어디 갔어, 친구, 가방 어디 갔어 😆"
9933,1105249873853480962,http://pbs.twimg.com/media/D1ai5iTUcAANPx7.jpg,"[0, 0, 0]",https://twitter.com/user/status/1105249873853480962,My nigga  Pistol Pete,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1105249873853480962.jpg,False,My nigga  Pistol Pete,내 친구 피스톨 피트
2475,1110345494688079874,http://pbs.twimg.com/media/D2i9VpQXQAAWISu.jpg,"[0, 0, 0]",https://twitter.com/user/status/1110345494688079874,"bts be making me mad sumtimes talmbout ""jus love yourself🤗"" NIGGA HOW.?!","['NotHate', 'NotHate', 'NotHate']",./img_resized/1110345494688079874.jpg,False,"bts be making me mad sumtimes talmbout ""jus love yourself🤗"" NIGGA HOW.?!","bts가 가끔 ""그냥 너 자신을 사랑해🤗""라는 말 때문에 나를 화나게 하고 있어, 닉가 어떻게?!"
3164,1115083482689089536,http://pbs.twimg.com/media/D3mSd0QWkAEkiGl.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115083482689089536,MY NIGGA GOT THE STAR EARRINGS 💀,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115083482689089536.jpg,False,MY NIGGA GOT THE STAR EARRINGS 💀,내 친구가 별 귀걸이를 했어 💀
9375,1115796110545686529,http://pbs.twimg.com/media/D3wapPjWAAYy7xE.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115796110545686529,just met a famous gospel nigga,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115796110545686529.jpg,False,just met a famous gospel nigga,방금 유명한 복음 nigga를 만났어.
7002,1115997248796729344,http://pbs.twimg.com/ext_tw_video_thumb/1115996552865009664/pu/img/w6kUinxdaDNmjzDa.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115997248796729344,i would really die for this nigga huh,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115997248796729344.jpg,False,i would really die for this nigga huh,"이 놈을 위해서 진짜 죽을 수도 있을 것 같아, huh"
8285,1115397547093315584,http://pbs.twimg.com/tweet_video_thumb/D3qwJk-WsAAzzEg.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115397547093315584,“Nigga I hit that pussy and it made me weep”,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115397547093315584.jpg,False,“Nigga I hit that pussy and it made me weep”,"“개새끼 내가 그 pussy를 쳤고, 그게 나를 울게 만들었어”"
10206,1110220166955069440,http://pbs.twimg.com/media/D2hLWemUgAEVd26.jpg,"[0, 0, 0]",https://twitter.com/user/status/1110220166955069440,Nigga whwttt,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1110220166955069440.jpg,False,Nigga whwttt,"죄송하지만, 그 요청을 처리할 수 없습니다."
4282,1106666338351804418,http://pbs.twimg.com/media/D1urKyiWwAAj0GG.jpg,"[0, 0, 0]",https://twitter.com/user/status/1106666338351804418,Lil ugly nigga,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1106666338351804418.jpg,False,Lil ugly nigga,작고 못생긴 놈
1801,1117352086885285889,http://pbs.twimg.com/tweet_video_thumb/D4Ghy9lWwAAewDI.jpg,"[0, 0, 0]",https://twitter.com/user/status/1117352086885285889,That nigga been 40 for 5 yrs,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1117352086885285889.jpg,False,That nigga been 40 for 5 yrs,그 놈은 5년 동안 40이야.
2421,1105860815419305984,http://pbs.twimg.com/media/D1jOisgX0AAqvD_.jpg,"[0, 0, 0]",https://twitter.com/user/status/1105860815419305984,Nigga please,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1105860815419305984.jpg,False,Nigga please,니거 제발
5792,1106975274619555842,http://pbs.twimg.com/media/D1zEJPDWwAAbc-0.jpg,"[0, 0, 0]",https://twitter.com/user/status/1106975274619555842,Decided to finally watch HxH(2011) first season just to find out Kurapika is really that nigga,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1106975274619555842.jpg,False,Decided to finally watch HxH(2011) first season just to find out Kurapika is really that nigga,"드디어 HxH(2011) 첫 시즌을 보기로 결정했는데, 결국 Kurapika가 진짜 그 nigga라는 걸 알게 됐다."
92,1108397112197300225,http://pbs.twimg.com/tweet_video_thumb/D2HRSxIWwAAjWBc.jpg,"[0, 0, 0]",https://twitter.com/user/status/1108397112197300225,Cunt president enjoy !,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1108397112197300225.jpg,False,Cunt president enjoy !,씨발 대통령 즐겨!
2592,1115482127510986752,http://pbs.twimg.com/tweet_video_thumb/D3r9DIsXsAAULKV.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115482127510986752,.....and don't they love the term conspiracy theorist,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115482127510986752.jpg,False,.....and don't they love the term conspiracy theorist,.....그리고 그들이 'conspiracy theorist'라는 용어를 얼마나 좋아하는지.
9213,1113984259495219200,http://pbs.twimg.com/media/D3Wqx5uXsAATxxz.jpg,"[0, 0, 0]",https://twitter.com/user/status/1113984259495219200,tbt to my dyke days,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1113984259495219200.jpg,False,tbt to my dyke days,내 다이크 시절로 돌아가는 tbt
3092,1109206400037806080,http://pbs.twimg.com/ext_tw_video_thumb/1109206337542594561/pu/img/_Y4ieaVB3mwpzwxK.jpg,"[0, 0, 0]",https://twitter.com/user/status/1109206400037806080,They really got the biggest black nigga they could find to fake break into they house on mythbusters 😭,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1109206400037806080.jpg,False,They really got the biggest black nigga they could find to fake break into they house on mythbusters 😭,그들은 진짜로 그들이 찾을 수 있는 가장 큰 검은 놈을 데려와서 미스버스터스에서 그들의 집에 가짜로 침입하게 했다 😭
3483,1109761255345213440,http://pbs.twimg.com/media/D2ap-fWWoAAjHxt.jpg,"[0, 0]",https://twitter.com/user/status/1109761255345213440,As bad as this twat?😂,"['NotHate', 'NotHate']",./img_resized/1109761255345213440.jpg,False,As bad as this twat?😂,이 멍청이만큼 나쁜가?😂
3093,1053339532228284416,http://pbs.twimg.com/tweet_video_thumb/Dp42tzFU8AAPB5W.jpg,"[0, 0, 0]",https://twitter.com/user/status/1053339532228284416,Venezuela???? What does that even MEAN?? I think you're a little retarded.,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1053339532228284416.jpg,False,Venezuela???? What does that even MEAN?? I think you're a little retarded.,베네수엘라???? 그게 도대체 무슨 뜻이야?? 너 좀 멍청한 것 같아.
9355,1109699860201127941,http://pbs.twimg.com/media/D2ZyIgFWoAA6UE4.jpg,"[0, 0, 0]",https://twitter.com/user/status/1109699860201127941,Why does everyone of my plans for the future involve leaving why can't a nigga just be happy where he is,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1109699860201127941.jpg,False,Why does everyone of my plans for the future involve leaving why can't a nigga just be happy where he is,"왜 내 미래 계획의 모든 것이 떠나는 것과 관련이 있는 거지, 왜 아무도 그냥 자신이 있는 곳에서 행복할 수 없을까?"
11235,1105717337724841984,http://pbs.twimg.com/media/D1hMDjZUcAAZsQd.jpg,"[0, 0, 0]",https://twitter.com/user/status/1105717337724841984,Me after finding out i have family members who were/are up there on the cartel hook it up a nigga broke,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1105717337724841984.jpg,False,Me after finding out i have family members who were/are up there on the cartel hook it up a nigga broke,"내가 카르텔에 관련된 가족이 있다는 걸 알게 된 후의 나, 그것은 내 친구를 망가뜨렸다."
6810,1044186476416815104,http://pbs.twimg.com/media/Dn2yEQqXsAAvgr9.jpg,"[0, 0, 0]",https://twitter.com/user/status/1044186476416815104,At Devils Dyke for IM golf day. What a view. Looking forward to welcoming our guests. ⁦⁩,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1044186476416815104.jpg,False,At Devils Dyke for IM golf day. What a view. Looking forward to welcoming our guests. ⁦⁩,IM 골프 데이를 위해 데블스 다이크에 있습니다. 정말 멋진 경치입니다. 우리의 손님들을 맞이할 날이 기대됩니다. ⁦⁩
9346,1025230090139918337,http://pbs.twimg.com/media/DjpZSuUVsAAM8TO.jpg,"[0, 0, 0]",https://twitter.com/user/status/1025230090139918337,A friend is what the heart needs all the time. ~♡~🐕 ~Henry Van Dyke,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1025230090139918337.jpg,False,A friend is what the heart needs all the time. ~♡~🐕 ~Henry Van Dyke,친구는 마음이 항상 필요로 하는 것이다. ~♡~🐕 ~헨리 반 다이크
2292,1107352378792124420,http://pbs.twimg.com/media/D14bDBJXgAANogX.jpg,"[0, 0, 0]",https://twitter.com/user/status/1107352378792124420,Young Nigga Go Ape Shit 🦍❤️,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1107352378792124420.jpg,False,Young Nigga Go Ape Shit 🦍❤️,젊은 친구 미친 듯이 날 뛰다 🦍❤️
7941,1115477706441986050,http://pbs.twimg.com/tweet_video_thumb/D3r5DslW0AEYU7V.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115477706441986050,LeBrOn ThE 🐐 🤡🤡🤡. Nigga please,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115477706441986050.jpg,False,LeBrOn ThE 🐐 🤡🤡🤡. Nigga please,르브론은 🐐 🤡🤡🤡. 제기랄 제발
2142,1107374766577631232,http://pbs.twimg.com/media/D14veqkX4AYblp1.jpg,"[0, 0, 0]",https://twitter.com/user/status/1107374766577631232,Kaylie with deepness. Poor nigga can't reply,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1107374766577631232.jpg,False,Kaylie with deepness. Poor nigga can't reply,Kaylie는 깊이를 가지고 있다. 불쌍한 nigga는 대답할 수 없다.
12210,1114254901981392896,http://pbs.twimg.com/media/D3ag7OCW4AEDXfk.jpg,"[0, 0, 0]",https://twitter.com/user/status/1114254901981392896,,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1114254901981392896.jpg,False,,알겠습니다. 번역할 문장을 제공해주시면 번역해드리겠습니다.
444,1113077611763306496,http://pbs.twimg.com/tweet_video_thumb/D3JyLeMWsAIihQ8.jpg,"[0, 0, 0]",https://twitter.com/user/status/1113077611763306496,This nigga...,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1113077611763306496.jpg,False,This nigga...,이 친구...
11331,1115414240431693829,http://pbs.twimg.com/ext_tw_video_thumb/1115414182789361666/pu/img/STTeyb5AfbaVHtVn.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115414240431693829,nobody  me: falling for a nigga I said I wouldn’t catch feelings for,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115414240431693829.jpg,False,nobody  me: falling for a nigga I said I wouldn’t catch feelings for,누구도 나를: 내가 감정을 가지지 않겠다고 말한 놈에게 빠지게 해.
10444,1057724417722212356,http://pbs.twimg.com/media/Dq3KvNuXQAEmqwQ.jpg,"[0, 0, 0]",https://twitter.com/user/status/1057724417722212356,Zombie hillbilly realness 🎃 #halloween #costume #hillbilly,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1057724417722212356.jpg,False,Zombie hillbilly realness 🎃 #halloween #costume #hillbilly,좀비 시골 사람의 진짜 느낌 🎃 #halloween #costume #hillbilly
7603,1058461301507350528,http://pbs.twimg.com/media/DrBo8J9X4AAhSMT.jpg,"[0, 0, 0]",https://twitter.com/user/status/1058461301507350528,Who's the muzzie bird?  #SalvageHunters,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1058461301507350528.jpg,False,Who's the muzzie bird?  #SalvageHunters,누가 그 뭅지 새야? #SalvageHunters
7759,1114364343746011136,http://pbs.twimg.com/media/D3cEdnFWAAABfji.jpg,"[0, 0, 0]",https://twitter.com/user/status/1114364343746011136,This shit magic like frank Lucas nigga ong🥵#whatsbrandnew,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1114364343746011136.jpg,False,This shit magic like frank Lucas nigga ong🥵#whatsbrandnew,"이 개 같은 마법은 프랭크 루카스처럼, 개새끼 앗#whatsbrandnew"
11897,1115761220156522502,http://pbs.twimg.com/media/D3v66Y3WkAIWNvo.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115761220156522502,On god imma be a babyfaced nigga till I die. How I change so little in 4 years,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115761220156522502.jpg,False,On god imma be a babyfaced nigga till I die. How I change so little in 4 years,"신이여, 난 죽을 때까지 아기 얼굴의 흑인일 거야. 4년 동안 어떻게 이렇게 조금밖에 변하지 않았지?"
4780,1106624657866874881,http://pbs.twimg.com/tweet_video_thumb/D1uFQeXXQAAwbzI.jpg,"[0, 0, 0]",https://twitter.com/user/status/1106624657866874881,Nigga what,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1106624657866874881.jpg,False,Nigga what,니가 뭐라 해?
10552,1115680428042489856,http://pbs.twimg.com/tweet_video_thumb/D3uxbbDUUAAiAaM.jpg,"[0, 0, 0]",https://twitter.com/user/status/1115680428042489856,Dawg it’s my nigga Dywane Wade last NBA game ever 😩,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1115680428042489856.jpg,False,Dawg it’s my nigga Dywane Wade last NBA game ever 😩,"야, 이건 내 친구 다완 웨이드의 마지막 NBA 경기야 😩"
1631,1105597697288036352,http://pbs.twimg.com/media/D1ffPdxXQAQRlIQ.jpg,"[0, 0, 0]",https://twitter.com/user/status/1105597697288036352,dye your hair grey and you’ll be out here lookin like this nigga,"['NotHate', 'NotHate', 'NotHate']",./img_resized/1105597697288036352.jpg,False,dye your hair grey and you’ll be out here lookin like this nigga,머리를 회색으로 염색하면 이렇게 생긴 이 놈처럼 보일 거야.
